沉默之星	http://103.88.34.177:51368	独家[首战一区]	1768905000	全靠打	我本沉默-1.76-1.85-散人玩家天堂　-推荐	公益传奇
仙剑情缘·新宠物	https://www.2026fafafafa.top:3366/777	所有怪都可成宝宝	1768905000	群960757557	没沙捐╱免费转区╱免费挂机╱上古结阵╱-推荐	【爆率全开】
㊣烟雨㊣攻速合击	http://43.249.195.50:7500	变态合击㊣一区㊣	1768905000	㊣上线送沙捐献㊣	４０米超神㊣道盾合击㊣３Ｄ炫技㊣神器合击-推荐	独家专属合击
梦幻１７６大极品	https://mh55.s3.cn-north-1.jdcloud-oss.com	█全新微变版本█	1768905000	拾取鉴定元素	█装备好打█怪爆一切█充值可打█激情耐玩-推荐	█沙奖８８８
２元沙捐好玩神器	http://43.240.158.2:1018/	█首站首区█	1768905000	低消费╲散人吃肉	▇▅▃爆率全开█沙奖１８８８８█挂机吃肉-推荐	无隐藏低消费
红名村╋单职业	https://hmc.feixunyun.net	轻微变╋首战区	1768905000	火龙神器沉默	散人好混★一切靠打★物价保值★长期耐玩-推荐	一种货币通关
★正版天涯古惑仔	https://www.tianya.gm5.net/	★★★★★★★★	1768905000	财神爷们请看一眼	无暗坑★双授权★白嫖进全图★小怪爆所有★-推荐	低消★★怀旧
〔符文大乱斗〕	https://www.023pk.com	【流星の品牌】	1768905000	多流派の神器专属	创新·进步·新玩法·符文·命运·难度模式-推荐	★散人追梦★
━━━━天书迷失	http://www.xtians37.top:697/	本站大力推荐	1768905000	●无限刀●	一切靠打●追梦迷失●神器专属-推荐	﹏装备全爆﹏
１·８０战神复古	https://61.164.174.128:10888/0105/	开天战神极品+3	1768905000	7680复古█	█无赞助█1.76█1.80复古战神█-推荐	复古一切靠打
１．７６Max精品	https://www.rtyrtyqweerrt2222222222dfg.store:60232/	★新版独家首区★	1768905000	稳定长久激情	终极全靠打★无合成★小极品+7★散人追梦-推荐	沙城保底8085
英雄觉醒★无限刀	https://103.235.100.11:50061/zjjx	零充毕业★新玩法	1768905000	专属神器迷失	０充全图づ首爆大米づ百件永久づ一切靠打-推荐	无隐藏无暗坑
１７０	http://103.45.130.179:555	１７０	1768905000	１７０	１７０　　　　　　　-推荐	１７０
１．８０完美战神	http://www.wm667788.top:6999/	··	1768905000	〓充值好打〓	小极品+5＼超低消费＼沙奖９９９９-推荐	〓三天合区〓
１．７６情怀经典	https://61.147.93.46:2125	█散人的天堂█	1768905000	█三天合区█	█一切靠打╲╱情怀小极品╲╱散人天堂█-推荐	急缺打手
《　西游神器　》	http://43.248.128.97:89/xysq9k/	白嫖版║０充全满	1768905000	◆免费转区◆	「神器」「微变」「复古」「冰雪」「攻速」-推荐	◆三天合区◆
１．７６免费复古	http://103.192.209.75:39517	１７６小极品+６	1768905000	全满５０免费挂机	Ｏ茺畅玩〃赤月终极〃散人养老〃装备全靠爆-推荐	８０必爆终极
██76金币合击	https://gloyut.asia:29125/	赤月+1首战首区	1768905000	全新玩法	█好起手能白嫖复古耐玩█自动拾取回收免费-推荐	独家复古
〈新迷失〉刚上市	http://kk2.guang00.top:51030	「０茺」高爆神器	1768905000	秒杀切割→无限刀	﹏０充领顶赞﹏０充进全图﹏０充带终极﹏-推荐	沙奖８８８８
新魔界三体65	http://www.kf888.top:1888/01mjst/01/	超多大陆	1768905000	6倍充值	全新引擎.万亿血量.全面优化一切-推荐	一生玩服旗下
公益 火龙	https://110.42.5.13:8888	顶赞可打	1768905000	50会员通关	双 授 权  无 沙 捐  无 充 值 -推荐	久久火龙
1.80微变火龙	http://43.241.19.170:666/	魔龙教主爆一切	1768905000	███首区███	████████这服有意思███████-推荐	██████
野怪必爆▊舔狗刀	http://www.a1wk1w9065.xyz:56868/RS6/	刀刀货币〓必喷水	1768905000	０充通关Ｘ无限刀	免费顶赞★沙捐★狂暴９９重全屏幻影环绕切-推荐	轻变迷失超变
██７６复古合击	http://www.1761122.com.cn:88	怀旧小极品███	1768905000	▊█散人打米█▊	█回归2003，从新手村开始，打极品炼武器█-推荐	●自动挂机●
攻．速．沉默神器	https://ss.ssem123.com:33452/	免．费．也．牛逼	1768905000	花时间才是王	免费下全图╱BOSS爆所有╱无隐藏√-推荐	全靠自己打
１．８０微变复古	http://103.120.89.137:10024/	１．７６战神终极	1768905000	２０号▇新统首战	▇▅▃▂无套路！无套路！无套路！▂▃▅▇-推荐	hxzs8090
１·７６金币	http://6016fydza.2888hf.top:41001	『经典·１区』	1768905000	今━日━１━区	今━日━１━区-推荐	◆不忘初心◆
诸神纪元专属神器	http://clgx123.zhigu.games:15888/	单职业沉默无限刀	1768905000	全网爆率天花板	多名额首爆88888米●人人追梦永久保值-推荐	群691280326
愤怒之魂·专属	http://www.dmcm97.top:1183/97fnzh/	全新体验	1768905000	6倍充值	最新力作.全新版本.全新玩法.超高爆率-推荐	一生玩服旗下
轻变单职业	http://www.180jianghu.com	打怪爆一切	1768905000	越合区越激情	真正会员通关·人人都是主角-推荐	群1044280925
凡夫沉默	https://45.120.101.57:11335/	独家	1768905000	只卖会员	“　　　　　　　一区　　　　　　　“-推荐	三职业
１·７６原始合击	http://ysmmak16s8s.xyz:1335/	公益·复古·首区	1768905000	物价稳定大区	20年运营经验━BOSS爆一切━纯散人服-推荐	╲打豆必赚╱
１７６丶免费白玩	http://45.117.11.174:35060	〔 １７６╊散人	1768905000	◆小怪爆一切	道法超猛.免费会员.免费顶级.长久耐玩-推荐	主打ＢＯＳＳ
圣域传奇	http://110.42.49.100:9524/	三战区首区	1768905000	全部靠打提升感强	独创探索●超多福利●奖励拉满●散人称王-推荐	单职业攻速
１．７６经典复古	https://103.192.209.180:5085/	极品╋７皇城	1768905000	◆三天拿沙◆	Ｏ茺畅玩〃赤月终极〃送挂机捡取〃装备全靠-推荐	７６８０８５
新１８０泡点合击	http://www.xinzhongdetaiyangriyuesenll3697.top:3697/	新１８０雄霸合击	1768905000	██独此一家██	██自动挂机██自动捡取██三年信誉██-推荐	拿沙奖多██
⒈⒏０战神	https://www.wfzcq.com/	█今日首站区█	1768905000	特色玩法长久稳定	███赞助可打█装备全爆█无暗坑███-推荐	三天合区
经典雷霆二合一	http://www.ygg6.com	██首战首区██	1768905000	█首站首区█	单职业神器迷失中变专属火龙沉默复古神技-推荐	群993015995
兰兰神器●单职业	http://45.113.202.128:213/	攻速１区●纯元宝	1768905000	沙奖保底８８８	０充进图●０充抢紅包●０充终极●０充满赞-推荐	免费捡物吸怪
１７６暴力无限刀	http://blk.777qqq.top:12302	１７６变态大极品	1768905000	赞助会员．免费送	﹏小怪爆充值﹏０充下全图﹏免费全满毕业﹏-推荐	沙奖８８８８
██８０御风合击	http://www.80yufeng.com	██１５全满██	1768905000	█一切充值靠打█	█一切靠打█绝无暗坑█装备保值█拿沙必赚-推荐	█急缺打金█
▇１.７６合击▇	https://61.164.174.128:10456/	【首区·复古】	1768905000	极品＋6	█送自回自捡█送自动挂机█送运9四格█装-推荐	特色稳定长久
１７６攻速大极品	https://103.192.209.100:3599	７６极品＋２５５	1768905000	沙奖１８８８	力量＋３·６倍█暴击＋１００％█百人对战-推荐	1.76+1.80
██鬼斧炼章██	https://gff2.s3.cn-north-1.jdcloud-oss.com	迷失█沉默█神器	1768905000	轻中变三职业	█全图挂机█装备靠爆█千件神器█充值可打-推荐	沙奖1８８８
＜〃８０攻速〃＞	http://www.wanfy2065.top:2506/	＜〃复古微变〃＞	1768905000	＜免费〃顶赞＞	﹍免费〃全满﹍﹍免费〃毕业﹍﹍全部免费﹍-推荐	分Ｂ〃不用充
山河无名	http://www.shwm97.top:5961/	全新专属剧情	1768905000	六倍充值	一切靠打◆玩法多样◆剧情丰富◆爆率全开-推荐	本站大力推荐
１．８０哪吒合击	http://www.cq7680o5h2d4.asia/	█沙奖壹万█	1768905000	教主√爆一切	【狂战】【星王】【狂雷】【轩╊辕】-推荐	★良心传奇★
天魔微变	http://103.91.211.82:9988/	◣全爆◢	1768905000	◣单职业◢	━━━微变◆磨死一只怪◆直接起飞━━━-推荐	━━三天合区
钟￠馗★鬼斧神器	http://www.haocq001.cn:16888/	攻速切割免费畅玩	1768905000	老板无线秒货	最牛鬼斧●光柱满屏●无限首爆●散人吃肉●-推荐	沙奖38888
什么TMD叫宠物	http://9-pk1.667cq.cn:35891	０冲也可以通关	1768905000	０冲激情耐玩	小怪爆充值灬0米领顶赞灬免费全满毕业-推荐	白嫖满赞神宠
１７８复古合击	http://www.huaxiaheji.com	双　授　权	1768905000	40真实满回馈	复　　　古　　　半　　　特　　　戒-推荐	长期稳定
雄霸屠龙第六季▇	https://xiongbatulong2025.zxggg.com/	攻速迷失无限刀▇	1768905000	只卖个会员╱可打	野外爆终极.全年广告.沙奖２８８８无要求-推荐	自动挂机回収
１·８０天辰合击	https://61.164.174.30:13590	星王+3公益首战	1768905000	沙奖１０００	无回馈█无合区消费█永久保值█必爆剑甲█-推荐	加1064567888
暗夜吃鸡★攻速	http://gov.cn.9-12-31pk1.anyecj.top:10521	免．费．超．牛逼	1768905000	０充／不花钱霸服	送顶赞●捡充值●领会员●无套路●新专属-推荐	微变·单职业
▇▅▃微变单职业	http://103.216.155.223:10889/	微变◥█◤纯元宝	1768905000	抗米版██刚出炉	▇▅▃一切靠打◆沙捐可嫖◆冠名免费▃▅▇-推荐	◣纯散人服◢
情缘传奇	http://43.240.73.141:888/qycq1/	首战首区	1768905000	特色三职业	独创玩法·内容丰富·追梦首选·长久耐玩-推荐	沉默专属
┃　　砍王　　┃	http://43.240.158.98:188/	┃　　沉默　　┃	1768905000	特色复古	「复古」「神器」「公益」「低消」「专属」-推荐	特色复古
╲龙舞决杀╱	http://www.lwjs97.top:9031/	独家·首战·首区	1768905000	6倍充值	全新大陆●专属剧情●必爆终极-推荐	一生玩服旗下
１●８０战神复古	http://thvdbdh.yxzs521.xyz:8101/	１●７６武极战神	1768905000	█三天合区█	▇▅╲╱１.８０战神复古＋５极品╲╱▅▇-推荐	沙浆７６８５
１●８５王者合击	http://www.185lh.com/	██真正一区██	1768905000	█长久耐玩█	████１●８５王者合击新版█████-推荐	180★185★19
１·７６高爆攻速	http://gytz.ufieuy42hj.top:33999	充值老G是你儿	1768905000	完全免费到终极	沙奖18888●白嫖通关●散人追梦●打怪全满-推荐	沙奖18888
缘梦财神轻微变	http://140.210.17.229:50120/ymcs/	神器倍攻████	1768905000	上线送500	独家属性.燃爆玩法.特殊功能全免费！-推荐	满屏光柱
血渊沉默	http://111.223.12.108:62222	一区	1768905000	一区	一区-推荐	一区
超变终极※秒人剑	http://www.dvok99a51.xyz:50030/jyxmA3.com/	刀刀麻痹●破复活	1768905000	變态单职★无限刀	免费●送沙捐※送狂暴※送挂机※送满级※-推荐	进服啥都送
攻速∠雷霆②合①	http://www.hwltgs50.top:3501/	免费→满速无限刀	1768905000	１８０格背包★★	复古迷失专属神器火龙沉默冰雪首区７６８５-推荐	白嫖全满通关
剑舞乾坤·专属	https://103.192.209.180:5063/09/	散人通关	1768905000	白嫖打专属	全新体验，免费送爆率，玩法超多，跪求体验-推荐	千件限时
１７６顶赞三十八	http://45.113.202.11:36666/	沙巴克奖微信红包	1768905000	沙奖励1800	装备全靠打●货币全靠爆●绝无暗坑●PK爽-推荐	●１.８０●
180星王合击	http://www.d953.site	▇一切靠打▇	1768905000	▇等级免费▇	▇无赞助，无合成，无捐献▇-推荐	▇长久稳定▇
不灭战魂	http://103.192.210.72:8972	刚开一秒	1768905000	唯一赞助直接送	╱╱﹌别﹌找﹌了﹌╱╱﹌就﹌玩﹌我﹌╱╱-推荐	刚开一秒
《　老沉默　》	http://dd7.ewiq002.xyz:16378/	《　诠释经典　》	1768905000	《只卖会员》	《追梦看脸爆一切◆◆boss越打越上瘾》-推荐	《长久耐玩》
1.76特戒	http://www.pk176pk.com	公益金币承诺全爆	1768905000	真⒈区	无泡点━无暗坑━无内服━非快餐━终极靠打-推荐	★正版授权★
〝野外〝奇遇霸服	http://m.gov.cn.3v936239m39813.xyz:38613/	自己〝打〝赞〝助	1768905000	〝(首战)〝１区	〝(激情)〝(福利)〝(免费)〝(公益)〝(纯玩)-推荐	０充终极必爆
(﹍点我必发财﹍)	http://103.192.210.48:16589	(﹍﹍真一区﹍﹍)	1768905000	(﹍﹍真一区﹍﹍)	(﹍﹍﹍﹍﹍﹍﹍﹍新出炉﹍﹍﹍﹍﹍﹍﹍﹍)-推荐	(﹍﹍新﹍﹍)
████狼帝微变	http://www.hy8258.top:81	独家单职首区██	1768905000	█三天拿沙█	█融合.沉默.火龙.神器.专属.迷失冰雪-推荐	176.180.85
76攻速吸血	http://43.248.119.131:97/wsll/1/	微变☆白嫖	1768905000	免费转区	★火龙╱80╱沉默╱神器╱专属╱三职业★-推荐	复古★元素
◆１８０麻豆战神	http://202.189.12.230/	三职业╊高爆版本	1768905000	散人吃肉老板激情	╊等级好升装备好打╊终极全图狂暴-推荐	沙奖华硕5070
１７６剑雨攻速	http://43.240.73.11:888/jyfg/	首战·首区	1768905000	复古神器·微变	赞助可打·战士出刀速度快·法师火墙带毒-推荐	零充通关全满
█影刃迷失█	http://www.0808mishi.com:16888/	一切靠打	1768905000	█神力老迷失█	━━装备全爆·主打BOSS·白嫖通关-推荐	无礼包无优待
鬼斧神器	http://www.xgfsq.top:5995/gfsq12/	独家·新季·首战	1768905000	一切靠打	全新大陆●鬼斧●遗忘●倍攻●经典耐玩-推荐	▲独家鬼斧▲
１．８０名扬战神	http://103.36.166.220:18099/180MY	１．７６开天复古	1768905000	公益长久稳定	▊三天合区▊散人好混▊物价保值▊老品牌▊-推荐	微变８５火龙
＜僵＞	http://43.248.131.34:33939	＜僵夜原著＞	1768905000	新三职业暗黑	＜鬼·吹·灯·僵尸修仙＞-推荐	超多剧情专属
◥黑◤	http://hycs1314.hycs1314.top:6097/	◥夜◤	1768905000	◥传◤	◥说◤　狼人VS吸血鬼　千年族仇一刀了断-推荐	正版黑夜传说
１·８０冰啸火龙	http://www.msnfpka01bx.top:22277/	180首区(+5)	1768905000	小极品全靠打	自动捡取╱良心好服╱剑甲全爆╱长久激情-推荐	沙奖８５７６
神宠大陆v8	http://www.tsshenc97.top:25123/	上线送〓猛宠	1768905000	5倍充值	·百种宝宝█千种神器█宠物专属-推荐	一生玩服品牌
１７６赤月终极版	http://qq.66be.cn:838/77.htm	小极品╋５全靠打	1768905000	原创内容简单有趣	不肝不氪█稍加创新█散人称王█怪爆充值-推荐	玩法新颖有趣
８０永恒帝王合击	http://vvw.vvw35wv73wvv.xyz:5362/3v3/	特色合击真１区█	1768905000	ＰＫ超爽、不秒杀	█次次次次次终极都回收现金╲小怪爆终极█-推荐	进服送红包█
８０天仁合击	http://www.trhj888.com	▇金币合击▇	1768905000	▇全网独家▇	▇永久囬收▇25全满▇长久耐玩▇散人吃肉▇-推荐	▇拿沙红苞▇
▇１８０豪情复古	http://0120.6957.top:16662/	＜　首站１区　＞	1768905000	魔龙教主爆一切▲	战神好打▲开天终极▲白嫖通关▲激情高爆-推荐	▲怀旧版本▲
８５火龙█单职业	http://45.113.202.128:1019/	纯元宝█攻速①区	1768905000	沙奖保底８８８	０充满赞◆０充终极◆０充进图◆０充抢紅包-推荐	免费捡物吸怪
１７６赤月合击	http://www.cyy5.cn:763/	７６合击８０合击	1768905000	免费自动回收拾物	七级合击，全由怪暴-推荐	群743552895
《　魂之刃　》	http://www.hunzhiren888.top:18888/	╋攻速单职业╋	1768905000	沙奖丶１８８８８	首爆鸿包█装备值钱█无氪金█无暗坑-推荐	火龙神器迷失
█１·７６合击█	http://103.60.165.198:20031	首战首区████	1768905000	█１·７６合击█	「挂机」「拾取」「耐玩」「长久」「散人」-推荐	〝赞助好打〞
1.76复古金币	http://www.shenma1.top:120/	●●攻速特戒●●	1768905000	﹏三职平衡﹏	鬼灭之刃★超炫技能★装备全爆无合成★-推荐	﹏极品+9﹏
ж专属「冰雪」ж	http://www.bxzs1.top:1600/	жж白漂ж免费ж	1768905000	ж「全部」免费ж	жж白漂ж免费жжж统统ж免费жжж免费-推荐	「统统」免费
道士三只麒麟神	http://wmss.ygdhdfkrty762.top:9638/	道士称王打全服	1768905000	沙桨1８８８８	合区没有100+活人请来骂我爸爸们-推荐	攻速丶元素微
新专属王	http://43.240.157.4:888/zsw/	首战·首区	1768905000	专属天花板	千件专属·万件限时·百嫖首选·高爆圆梦-推荐	长久稳定
━━━━恶魔迷失	http://43.249.194.42:6020	复古神器━━━━	1768905000	老迷失	━━━主打boss-长久稳定-全部靠打━━━-推荐	独家复古迷失
打野·福利Boss	http://n.gov.cn.m832326v981323.top:38612/	１区·免费全靠打	1768905000	〝〝０充〝〝好玩	〝〝〝〝(免费)〝〝(散人)〝〝(白玩)〝〝〝-推荐	首战首区专属
1.76金币+5	http://43.248.184.31:53628/wsc0120/	一切靠打一切靠爆	1768905000	首战一区	无材料★无沙捐★纯复古★无合成靠打-推荐	BOSS爆充
·　　　骄阳微变	https://103.192.209.180:5113	①切靠打　　　·	1768905000	〔　纯元宝服　〕	·　专　　为　　散　　人　　全　　爆　·-推荐	０充〓全满
七剑火龙◆单职业	http://45.117.11.9:65001	独创◆首战①区	1768905000	╋复古微变╋	沙奖18888◆一切靠打◆白漂通关◆三天合区-推荐	免费◆公益◆
﹌复古﹌	https://tj9p-1317919383.cos-website.ap-shanghai.myqcloud.com/gg/	﹌微变﹌	1768905000	沙奖18888	███三职业微变█７６８０沉默█超爽元素-推荐	███首发█
一个白怪＂全通关	http://ejd.yie798.top:19980	冠名可打°免氪金	1768905000	━━首战①区━━	〔　一切打满　０充逆袭　散人◆追梦　〕-推荐	█沙奖荭苞█
瘟疫沉默	http://45.251.9.108:4312/	复古单职业	1768905000	新专属沉默	新体验、新玩法、新剧情、-推荐	█刚开一秒█
跪求进服一看	http://103.192.210.67:3589	一区	1768905000	一区	“　　　　　　　首区　　　　　　　“　　-推荐	独家首区
﹌﹌﹌﹌万世火龙	http://www.yongshengwangluo.vip	激情打米﹌﹌﹌﹌	1768905000	▊新区万元补贴▊	人人100%必出回收装备★大哥多★急缺跟班★-推荐	火龙币〓变现
仙逆迷失█无限刀	http://www.xn161.top:700	第→→①→→区	1768905000	◆白混红保爽	→送沙捐→送会员→一切靠打→白漂通关-推荐	╲迷失╲专属
2元满赞高爆火龙	http://43.240.72.74:2789	攻速版▁▃▅█	1768905000	沙保底８８８＋	拒绝垃圾服灬沙奖８８８灬爆充值灬永久回收-推荐	无隐藏低消费
蝴蝶沉默	http://www.hdcm2026.cn:6199	首区	1768905000	█顶赞可打█	▇▇▇▇▇▇专属微变沉默▇▇▇▇▇▇▇-推荐	长期耐玩
武林or专属	http://www.af12111.cn/	╲独家首区╱	1768905000	★上千件限时★	一怪一专属★卡牌系统★千件限时★永久回收-推荐	只售会员其他
１７６祖玛倍攻	https://www.zmbg176.com:319/	３倍攻速﹌＋９９	1768905000	〓大极品〓	５倍吸血▲▲１０倍切割▲▲暴击＋１００％-推荐	沙奖288﹌
﹌﹌龙神沉默﹌﹌	http://111.170.175.56:89/	﹌﹌专属单职业﹌	1768905000	一只BOSS起飞	打怪丝滑丶不卡爆率丶超低消费丶会员通关-推荐	★纯元宝服★
「财神单职业」	http://www.563463cq.top:47465/	━━超低消费━━	1768905000	０充．到终极	＼终极全爆＼刷必爆怪＼赞助免费＼抗米吃肉-推荐	〝赞助靠打〝
-洛神沉默-	http://180.188.19.247:1115/	三职业复古	1768905000	1044469398群	魅影之刃.破棺珍剑.独家03怀旧沉默-推荐	公益良心长久
至尊游龙★单职业	http://103.36.167.185:2026/	白嫖顶赞★新首区	1768905000	沙奖丶１８８８８	三天合区●一切靠打●无沙捐●沙奖大红包-推荐	◆必爆终极◆
１◆８０永恒火龙	http://ww0.tpa2bh0tla.top:25999	首区█独家新版	1768905000	极品最高+10	███小怪爆终极·赞助可打·散人必首选█-推荐	◆长期稳定◆
━１丶７６经典	http://tmklf.honeyx.top:2889/j1	１７６小极品━━	1768905000	《自助挂机》	赤月终极★骨灰耐玩★运九好搞★散人打宝-推荐	★正版授权★
